status,dt_contrato,nome_associado,placa,modelo_veiculo,fipe,linha,cidade,uf,telefone,anotacoes,dt_envio,dt_entrega,status_envio,termo_assinado,status_instalacao,auto_eletrica_compativel,valor_instalacao,imei_aparelho,empresa_rastreamento,login,senha,ingested_at,dt_instalacao
ATIVO,17/05/2024,Juliana Martins Almeida,FHR-5435,RENEGADE,"R$ 386.000,00",Leves,Rondonópolis,MT,(39) 99695-6555,,24/05/2024,,ENVIADO,NÃO,PENDENTE,EQUIPADORA IRMAOS SILVA,"R$ 150,00",70619313.0,Azimute,juliana67,368374.0,2026-02-11 17:38:17.996447 UTC,
ATIVO,17/04/2025,Vanessa Pereira Pereira,LZT-4258,CIVIC,"R$ 552.000,00",Leves,Rondonópolis,MT,(84) 91094-1109,,27/04/2025,,ENVIADO,NÃO,PENDENTE,EQUIPADORA IRMAOS SILVA,"R$ 120,00",94470282.0,Azimute,vanessa39,106029.0,2026-02-11 17:38:17.996999 UTC,
ATIVO,03/07/2023,Paulo Lima Carvalho,VVU-0812,STRADA,"R$ 168.000,00",Leves,Rondonópolis,MT,(92) 96849-5110,,09/07/2023,,ENVIADO,NÃO,PENDENTE,MECÂNICA PRIME,"R$ 150,00",68746546.0,Azimute,paulo88,268514.0,2026-02-11 17:38:18.000785 UTC,
ATIVO,23/11/2025,Vanessa Nascimento Mendes,YMG-3397,GOL,"R$ 529.000,00",Leves,Rondonópolis,MT,(29) 97740-8576,,02/12/2025,,ENVIADO,NÃO,PENDENTE,OFICINA CENTRAL PLUS,"R$ 90,00",20183397.0,Azimute,vanessa22,333229.0,2026-02-11 17:38:18.002631 UTC,
ATIVO,31/12/2024,Amanda Barros Araujo,KRZ-0105,ONIX,"R$ 470.000,00",Leves,Rondonópolis,MT,(99) 92111-2370,,01/01/2025,,ENVIADO,NÃO,PENDENTE,CENTRO AUTOMOTIVO VIA EXPRESSA,"R$ 80,00",73282011.0,Azimute,amanda24,401616.0,2026-02-11 17:38:18.044350 UTC,
ATIVO,18/07/2023,Pedro Freitas Souza,YSN-0664,STRALIS,"R$ 509.000,00",Pesados,Rondonópolis,MT,(68) 95675-7581,,27/07/2023,,ENVIADO,NÃO,PENDENTE,MECÂNICA PRIME,"R$ 90,00",50066537.0,Azimute,pedro72,763369.0,2026-02-11 17:38:18.045698 UTC,
ATIVO,17/08/2025,Ana Freitas Ribeiro,GOC-3412,CIVIC,"R$ 547.000,00",Leves,Rondonópolis,MT,(12) 99992-2135,,24/08/2025,,ENVIADO,NÃO,PENDENTE,MECÂNICA PRIME,"R$ 120,00",61366975.0,Azimute,ana76,819268.0,2026-02-11 17:38:18.047887 UTC,
ATIVO,02/10/2025,Rodrigo Oliveira Araujo,BSB-6837,RENEGADE,"R$ 48.000,00",Leves,Rondonópolis,MT,(46) 91583-5327,,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA IRMAOS SILVA,"R$ 120,00",62752223.0,Azimute,rodrigo98,966063.0,2026-02-11 17:38:17.985209 UTC,
ATIVO,07/02/2026,Juliana Almeida Souza,GQX-3174,TORO,"R$ 452.000,00",Leves,Rondonópolis,MT,(51) 98551-9612,,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA IRMAOS SILVA,"R$ 150,00",64605350.0,Azimute,juliana14,139629.0,2026-02-11 17:38:18.003282 UTC,
ATIVO,19/04/2025,Diego Santos Barros,SPG-3134,COROLLA,"R$ 514.000,00",Leves,Salvador,BA,(34) 94396-2207,,26/04/2025,01/05/2025,ENTREGUE,SIM,INSTALADO,OFICINA MASTER,"R$ 80,00",50918188.0,Azimute,diego40,376463.0,2026-02-11 17:35:21.276205 UTC,22/05/2025
ATIVO,13/09/2024,Paulo Pereira Souza,ZJY-1839,ONIX,"R$ 528.000,00",Leves,Salvador,BA,(69) 91534-5202,,21/09/2024,03/10/2024,ENTREGUE,NÃO,PENDENTE,SOM E ACESSÓRIOS CENTRAL,"R$ 120,00",23817863.0,Azimute,paulo48,569870.0,2026-02-11 17:35:21.283498 UTC,
ATIVO,12/01/2024,Vanessa Martins Costa,RLA-1114,GOL,"R$ 521.000,00",Leves,Salvador,BA,(88) 98466-5082,,20/01/2024,02/02/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 150,00",31273542.0,Azimute,vanessa64,741353.0,2026-02-11 17:35:21.284356 UTC,19/02/2024
ATIVO,05/01/2024,Diego Santos Carvalho,GOV-2745,COROLLA,"R$ 483.000,00",Leves,Salvador,BA,(56) 95032-7947,,07/01/2024,11/01/2024,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS CENTRAL,"R$ 120,00",37815242.0,Azimute,diego31,415820.0,2026-02-11 17:35:21.302086 UTC,07/02/2024
ATIVO,21/01/2026,Ricardo Costa Monteiro,RXG-5248,FAZER 250,"R$ 179.000,00",Motos,Salvador,BA,(42) 91428-7036,,24/01/2026,29/01/2026,ENTREGUE,SIM,INSTALADO,OFICINA MASTER,"R$ 90,00",42046605.0,Azimute,ricardo14,303537.0,2026-02-11 17:35:21.314879 UTC,27/02/2026
ATIVO,01/11/2024,Fernanda Oliveira Freitas,NDQ-5557,R450,"R$ 215.000,00",Pesados,Salvador,BA,(27) 91600-4684,,03/11/2024,16/11/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 100,00",58729373.0,Azimute,fernanda1,836577.0,2026-02-11 17:35:21.320158 UTC,04/12/2024
ATIVO,14/04/2023,Mariana Carvalho Ferreira,HTO-0853,GOL,"R$ 99.000,00",Leves,Salvador,BA,(46) 98011-6997,,17/04/2023,20/04/2023,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS CENTRAL,"R$ 100,00",18179768.0,Azimute,mariana59,713114.0,2026-02-11 17:38:17.995229 UTC,17/05/2023
ATIVO,29/07/2025,Roberto Carvalho Lima,LDG-6632,R450,"R$ 259.000,00",Pesados,Salvador,BA,(84) 93947-4296,,07/08/2025,19/08/2025,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 100,00",15403885.0,Azimute,roberto66,624776.0,2026-02-11 17:38:17.996039 UTC,03/09/2025
ATIVO,24/11/2025,Gabriela Souza Nascimento,RNA-4241,FH 540,"R$ 167.000,00",Pesados,Salvador,BA,(61) 93441-6974,,26/11/2025,29/11/2025,ENTREGUE,NÃO,PENDENTE,OFICINA MASTER,"R$ 150,00",42859082.0,Azimute,gabriela12,388526.0,2026-02-11 17:38:18.004455 UTC,
ATIVO,09/06/2024,Ana Nascimento Costa,SHL-6808,CG 160,"R$ 82.000,00",Motos,Salvador,BA,(38) 95631-4085,,17/06/2024,19/06/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 90,00",86030294.0,Azimute,ana91,208099.0,2026-02-11 17:38:18.011370 UTC,16/07/2024
ATIVO,14/03/2025,Roberto Pinto Nascimento,KFQ-8331,CIVIC,"R$ 524.000,00",Leves,Salvador,BA,(84) 92321-1403,,15/03/2025,21/03/2025,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 120,00",53319212.0,Azimute,roberto47,287433.0,2026-02-11 17:38:18.011493 UTC,07/04/2025
ATIVO,11/02/2024,Vanessa Teixeira Rodrigues,QLV-4739,CG 160,"R$ 534.000,00",Motos,Salvador,BA,(11) 96561-4805,,20/02/2024,25/02/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 90,00",76573880.0,Azimute,vanessa26,326220.0,2026-02-11 17:38:18.024788 UTC,16/03/2024
ATIVO,03/07/2023,Fernanda Teixeira Teixeira,HOJ-6008,KICKS,"R$ 182.000,00",Leves,Salvador,BA,(56) 91745-9462,,10/07/2023,13/07/2023,ENTREGUE,SIM,INSTALADO,OFICINA MASTER,"R$ 100,00",35105113.0,Azimute,fernanda40,586344.0,2026-02-11 17:38:18.026280 UTC,01/08/2023
ATIVO,18/02/2024,Ricardo Lima Santos,LPG-5043,R450,"R$ 46.000,00",Pesados,Salvador,BA,(70) 95047-3635,,19/02/2024,21/02/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 120,00",18270248.0,Azimute,ricardo16,866368.0,2026-02-11 17:38:18.026723 UTC,15/03/2024
ATIVO,01/01/2026,Pedro Alves Souza,TTM-1740,KWID,"R$ 90.000,00",Leves,Salvador,BA,(74) 98444-9244,,09/01/2026,17/01/2026,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 80,00",70846142.0,Azimute,pedro30,377150.0,2026-02-11 17:38:18.038243 UTC,15/02/2026
ATIVO,15/07/2024,Juliana Pereira Monteiro,RJC-5503,FAZER 250,"R$ 454.000,00",Motos,Salvador,BA,(61) 96542-9892,,18/07/2024,25/07/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA CENTRAL,"R$ 120,00",41518246.0,Azimute,juliana43,407414.0,2026-02-11 17:38:18.045335 UTC,17/08/2024
ATIVO,23/09/2025,Mariana Ferreira Araujo,DAU-5580,STRALIS,"R$ 213.000,00",Pesados,Salvador,BA,(92) 95119-4962,,25/09/2025,,ENVIADO,NÃO,PENDENTE,SOM E ACESSÓRIOS CENTRAL,"R$ 80,00",69350966.0,Azimute,mariana76,669830.0,2026-02-11 17:38:17.994660 UTC,
ATIVO,04/06/2024,Gabriela Monteiro Martins,CUI-8832,CB 500,"R$ 556.000,00",Motos,Salvador,BA,(30) 92715-4756,,10/06/2024,,ENVIADO,NÃO,PENDENTE,EQUIPADORA CENTRAL,"R$ 90,00",23932722.0,Azimute,gabriela99,521904.0,2026-02-11 17:38:18.023563 UTC,
ATIVO,07/06/2025,Paulo Ferreira Santos,IPH-0022,RENEGADE,"R$ 362.000,00",Leves,Salvador,BA,(36) 98207-2971,,17/06/2025,,ENVIADO,NÃO,PENDENTE,SOM E ACESSÓRIOS CENTRAL,"R$ 80,00",95221839.0,Azimute,paulo70,388489.0,2026-02-11 17:38:18.028339 UTC,
ATIVO,18/10/2024,Mariana Souza Nascimento,IPK-0372,KICKS,"R$ 563.000,00",Leves,Salvador,BA,(19) 97842-1166,,25/10/2024,,ENVIADO,NÃO,PENDENTE,OFICINA MASTER,"R$ 150,00",91860246.0,Azimute,mariana30,227849.0,2026-02-11 17:38:18.049293 UTC,
ATIVO,28/12/2024,Patricia Freitas Gomes,KOL-5969,FH 540,"R$ 441.000,00",Pesados,Salvador,BA,(98) 94935-8805,,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA CENTRAL,"R$ 150,00",54048104.0,Azimute,patricia74,494113.0,2026-02-11 17:35:21.278756 UTC,
ATIVO,30/06/2025,Camila Martins Rodrigues,FXT-5409,FH 540,"R$ 16.000,00",Pesados,Salvador,BA,(61) 91835-9737,,,,PENDENTE,NÃO,PENDENTE,OFICINA MASTER,"R$ 100,00",33437151.0,Azimute,camila83,879994.0,2026-02-11 17:35:21.319518 UTC,
ATIVO,15/03/2025,Marcelo Lima Mendes,XRS-2750,KICKS,"R$ 263.000,00",Leves,Salvador,BA,(75) 96650-1791,,,,PENDENTE,NÃO,PENDENTE,SOM E ACESSÓRIOS CENTRAL,"R$ 150,00",22086748.0,Azimute,marcelo12,200459.0,2026-02-11 17:38:18.006311 UTC,
ATIVO,09/06/2023,Gabriela Ferreira Oliveira,NPX-4130,HB20,"R$ 282.000,00",Leves,Salvador,BA,(21) 99871-7344,,,,PENDENTE,NÃO,PENDENTE,SOM E ACESSÓRIOS CENTRAL,"R$ 80,00",18838437.0,Azimute,gabriela86,630163.0,2026-02-11 17:38:18.036886 UTC,
ATIVO,10/11/2024,Fernanda Ribeiro Costa,TJI-9209,KICKS,"R$ 168.000,00",Leves,Santa Maria,RS,(98) 95472-1202,,17/11/2024,29/11/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 100,00",10006375.0,Azimute,fernanda17,704530.0,2026-02-11 17:38:17.984975 UTC,30/11/2024
ATIVO,28/01/2026,Roberto Moraes Ribeiro,KRY-4874,KICKS,"R$ 303.000,00",Leves,Santa Maria,RS,(43) 92455-9549,,30/01/2026,01/02/2026,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 90,00",17781609.0,Azimute,roberto81,956005.0,2026-02-11 17:38:17.991252 UTC,06/02/2026
ATIVO,08/08/2025,Carlos Pinto Alves,UPN-6630,KWID,"R$ 18.000,00",Leves,Santa Maria,RS,(34) 99919-5147,,15/08/2025,24/08/2025,ENTREGUE,NÃO,PENDENTE,TECH SANTOS,"R$ 150,00",37691728.0,Azimute,carlos17,579488.0,2026-02-11 17:38:17.995687 UTC,
ATIVO,10/12/2023,Felipe Barros Mendes,UGI-7092,ACTROS,"R$ 593.000,00",Pesados,Santa Maria,RS,(20) 98709-5104,,14/12/2023,25/12/2023,ENTREGUE,SIM,INSTALADO,MECÂNICA DO JOÃO,"R$ 100,00",33970344.0,Azimute,felipe62,381364.0,2026-02-11 17:38:18.004764 UTC,30/12/2023
ATIVO,29/08/2025,Ana Martins Carvalho,CCY-5333,STRADA,"R$ 398.000,00",Leves,Santa Maria,RS,(13) 93258-3483,,30/08/2025,13/09/2025,ENTREGUE,NÃO,INSTALADO,OFICINA ROTA 66,"R$ 120,00",41971132.0,Azimute,ana9,595721.0,2026-02-11 17:38:18.012475 UTC,14/09/2025
ATIVO,02/04/2025,Bruno Ferreira Ribeiro,JBQ-0640,TORO,"R$ 438.000,00",Leves,Santa Maria,RS,(44) 94280-1285,,05/04/2025,20/04/2025,ENTREGUE,SIM,INSTALADO,TECH SANTOS,"R$ 80,00",68489055.0,Azimute,bruno99,314221.0,2026-02-11 17:38:18.027283 UTC,23/04/2025
ATIVO,29/03/2025,Gabriela Lima Almeida,DIV-5182,TORO,"R$ 128.000,00",Leves,Santa Maria,RS,(56) 92271-5453,,06/04/2025,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 150,00",23004941.0,Azimute,gabriela6,884279.0,2026-02-11 17:38:17.981315 UTC,
ATIVO,17/05/2025,Mariana Pinto Oliveira,FOU-7925,STRADA,"R$ 404.000,00",Leves,Santa Maria,RS,(23) 93771-6870,,23/05/2025,,ENVIADO,NÃO,PENDENTE,TECH SANTOS,"R$ 100,00",58250482.0,Azimute,mariana79,393200.0,2026-02-11 17:38:17.991347 UTC,
ATIVO,13/12/2025,Felipe Alves Carvalho,HBF-9556,CG 160,"R$ 468.000,00",Motos,Santa Maria,RS,(59) 96407-6664,,18/12/2025,,ENVIADO,NÃO,PENDENTE,OFICINA ROTA 66,"R$ 120,00",26918864.0,Azimute,felipe90,268699.0,2026-02-11 17:38:18.016462 UTC,
ATIVO,23/06/2023,Juliana Teixeira Santos,HCQ-0587,CG 160,"R$ 135.000,00",Motos,Santa Maria,RS,(14) 92094-5478,,24/06/2023,,ENVIADO,NÃO,PENDENTE,MECÂNICA DO JOÃO,"R$ 100,00",31474199.0,Azimute,juliana64,116589.0,2026-02-11 17:38:18.037472 UTC,
ATIVO,18/02/2024,Bruno Alves Almeida,MRX-7979,STRADA,"R$ 542.000,00",Leves,Santa Maria,RS,(35) 96475-8017,,24/02/2024,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 90,00",93793141.0,Azimute,bruno50,804173.0,2026-02-11 17:38:18.042047 UTC,
ATIVO,07/06/2024,Rodrigo Souza Carvalho,JBQ-2531,KWID,"R$ 16.000,00",Leves,Santa Maria,RS,(83) 95055-8083,,,,PENDENTE,NÃO,PENDENTE,TECH SANTOS,"R$ 150,00",18018430.0,Azimute,rodrigo87,904553.0,2026-02-11 17:38:17.986026 UTC,
ATIVO,30/08/2025,Patricia Pereira Freitas,GDJ-0734,RENEGADE,"R$ 245.000,00",Leves,Santos,SP,(87) 91565-1841,,31/08/2025,09/09/2025,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 100,00",58404316.0,Azimute,patricia88,184139.0,2026-02-11 17:35:21.285275 UTC,14/09/2025
ATIVO,22/09/2025,Juliana Mendes Pereira,DCT-6076,STRADA,"R$ 126.000,00",Leves,Santos,SP,(76) 95435-4188,,02/10/2025,14/10/2025,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 150,00",70888132.0,Azimute,juliana95,242053.0,2026-02-11 17:35:21.296062 UTC,14/10/2025
ATIVO,11/07/2025,Paulo Monteiro Barbosa,DQM-0068,RENEGADE,"R$ 47.000,00",Leves,Santos,SP,(27) 91629-8678,,12/07/2025,23/07/2025,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 80,00",44164013.0,Azimute,paulo91,117736.0,2026-02-11 17:35:21.304698 UTC,27/07/2025
ATIVO,12/09/2024,Fernanda Carvalho Mendes,BLI-3663,FAZER 250,"R$ 320.000,00",Motos,Santos,SP,(79) 95840-4452,,15/09/2024,23/09/2024,ENTREGUE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 90,00",37575784.0,Azimute,fernanda54,838210.0,2026-02-11 17:35:21.310851 UTC,
ATIVO,14/05/2025,Larissa Santos Silva,YXH-8945,RENEGADE,"R$ 505.000,00",Leves,Santos,SP,(47) 95067-4544,,15/05/2025,28/05/2025,ENTREGUE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 120,00",37109510.0,Azimute,larissa38,911026.0,2026-02-11 17:35:21.313690 UTC,
ATIVO,19/01/2025,Patricia Oliveira Almeida,RSB-9102,GOL,"R$ 98.000,00",Leves,Santos,SP,(65) 98120-3677,,24/01/2025,27/01/2025,ENTREGUE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 150,00",18623510.0,Azimute,patricia57,444322.0,2026-02-11 17:35:21.318818 UTC,
ATIVO,04/04/2025,Juliana Moraes Teixeira,JPZ-7224,CONSTELLATION,"R$ 433.000,00",Pesados,Santos,SP,(90) 94728-2119,,07/04/2025,12/04/2025,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 120,00",35461646.0,Azimute,juliana51,565063.0,2026-02-11 17:38:17.993293 UTC,17/04/2025
ATIVO,24/02/2025,Amanda Araujo Barbosa,EUQ-8148,TORO,"R$ 269.000,00",Leves,Santos,SP,(36) 95104-2648,,01/03/2025,06/03/2025,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 90,00",95119248.0,Azimute,amanda66,814537.0,2026-02-11 17:38:18.016362 UTC,09/03/2025
ATIVO,19/05/2024,Lucas Monteiro Carvalho,KDY-6133,FH 540,"R$ 571.000,00",Pesados,Santos,SP,(35) 93039-9625,,22/05/2024,06/06/2024,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 150,00",73420110.0,Azimute,lucas65,684798.0,2026-02-11 17:38:18.018125 UTC,07/06/2024
ATIVO,27/05/2023,Roberto Costa Souza,XRZ-5266,KWID,"R$ 175.000,00",Leves,Santos,SP,(82) 95776-2205,,30/05/2023,02/06/2023,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 80,00",41952913.0,Azimute,roberto67,443576.0,2026-02-11 17:38:18.032298 UTC,04/06/2023
ATIVO,30/11/2024,Larissa Barbosa Ferreira,OJD-0321,STRALIS,"R$ 422.000,00",Pesados,Santos,SP,(14) 98003-7845,,03/12/2024,05/12/2024,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 90,00",53203169.0,Azimute,larissa67,881770.0,2026-02-11 17:38:18.032566 UTC,08/12/2024
ATIVO,16/12/2024,Marcelo Martins Barbosa,WJC-9632,TORO,"R$ 478.000,00",Leves,Santos,SP,(88) 93875-2919,,20/12/2024,24/12/2024,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 90,00",92581447.0,Azimute,marcelo80,718599.0,2026-02-11 17:38:18.050781 UTC,25/12/2024
ATIVO,22/10/2025,Amanda Lima Lima,WQU-2262,STRADA,"R$ 587.000,00",Leves,Santos,SP,(85) 95944-1725,,28/10/2025,,ENVIADO,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 100,00",48903803.0,Azimute,amanda76,598478.0,2026-02-11 17:35:21.315112 UTC,
ATIVO,04/07/2025,Diego Alves Almeida,HEF-4199,FH 540,"R$ 443.000,00",Pesados,Santos,SP,(25) 94194-8404,,14/07/2025,,ENVIADO,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 150,00",50750867.0,Azimute,diego66,192653.0,2026-02-11 17:35:21.323704 UTC,
ATIVO,20/01/2026,Patricia Gomes Barbosa,GVU-8595,ONIX,"R$ 545.000,00",Leves,Santos,SP,(81) 96006-4171,,,,PENDENTE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 120,00",61410904.0,Azimute,patricia71,700754.0,2026-02-11 17:35:21.286887 UTC,
ATIVO,11/08/2025,Felipe Carvalho Almeida,TGF-9426,HB20,"R$ 293.000,00",Leves,Santos,SP,(75) 98578-3347,,,,PENDENTE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 90,00",26247599.0,Azimute,felipe4,443312.0,2026-02-11 17:35:21.317310 UTC,
ATIVO,27/02/2025,Amanda Moraes Silva,DPS-7999,CG 160,"R$ 143.000,00",Motos,Santos,SP,(59) 97052-1823,,,,PENDENTE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 120,00",65702965.0,Azimute,amanda57,819226.0,2026-02-11 17:38:17.994759 UTC,
ATIVO,10/01/2023,Amanda Monteiro Oliveira,OPF-2431,COROLLA,"R$ 343.000,00",Leves,Santos,SP,(91) 93308-8785,,,,PENDENTE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 80,00",66043201.0,Azimute,amanda88,764019.0,2026-02-11 17:38:18.035805 UTC,
ATIVO,02/06/2025,Rafaela Almeida Alves,RUI-7663,ONIX,"R$ 141.000,00",Leves,Serra,ES,(98) 96393-3428,,04/06/2025,17/06/2025,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 150,00",61377289.0,Azimute,rafaela29,546653.0,2026-02-11 17:38:17.988397 UTC,19/06/2025
ATIVO,28/09/2025,Beatriz Oliveira Ferreira,CFY-0175,T-CROSS,"R$ 530.000,00",Leves,Serra,ES,(72) 96204-8152,,30/09/2025,12/10/2025,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 120,00",17785862.0,Azimute,beatriz6,136560.0,2026-02-11 17:38:17.997888 UTC,13/10/2025
ATIVO,30/03/2023,Rodrigo Araujo Souza,UNZ-0895,CIVIC,"R$ 29.000,00",Leves,Serra,ES,(83) 93714-2218,,06/04/2023,17/04/2023,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 120,00",23992502.0,Azimute,rodrigo52,610722.0,2026-02-11 17:38:18.002299 UTC,18/04/2023
ATIVO,05/02/2025,Paulo Barbosa Costa,YST-9568,FH 540,"R$ 123.000,00",Pesados,Serra,ES,(30) 96593-4639,,11/02/2025,16/02/2025,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 90,00",89498868.0,Azimute,paulo76,653199.0,2026-02-11 17:38:18.003837 UTC,16/02/2025
ATIVO,29/06/2025,Pedro Ribeiro Martins,EYZ-7833,R450,"R$ 553.000,00",Pesados,Serra,ES,(81) 92378-2764,,07/07/2025,21/07/2025,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 80,00",62414137.0,Azimute,pedro97,339914.0,2026-02-11 17:38:18.029781 UTC,23/07/2025
ATIVO,18/09/2024,Camila Oliveira Pinto,LHH-9477,ONIX,"R$ 596.000,00",Leves,Serra,ES,(23) 93231-4729,,28/09/2024,03/10/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 80,00",95572926.0,Azimute,camila97,990376.0,2026-02-11 17:38:18.037686 UTC,03/10/2024
ATIVO,30/03/2025,Gabriela Lima Pinto,CBJ-0616,ONIX,"R$ 70.000,00",Leves,Serra,ES,(58) 96822-4760,,01/04/2025,06/04/2025,ENTREGUE,NÃO,PENDENTE,OFICINA CONFIANCA MATRIZ,"R$ 120,00",52104102.0,Azimute,gabriela72,360985.0,2026-02-11 17:38:18.040710 UTC,
ATIVO,23/03/2023,Roberto Alves Lima,ETB-1271,FH 540,"R$ 193.000,00",Pesados,Serra,ES,(40) 99944-9735,,31/03/2023,03/04/2023,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 100,00",19999893.0,Azimute,roberto21,980939.0,2026-02-11 17:38:18.044723 UTC,03/04/2023
ATIVO,30/04/2024,Camila Barbosa Pinto,NWT-8889,BIZ 125,"R$ 502.000,00",Motos,Serra,ES,(18) 94448-4261,,05/05/2024,16/05/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 90,00",79894653.0,Azimute,camila67,397664.0,2026-02-11 17:38:18.045206 UTC,18/05/2024
ATIVO,27/03/2024,Carlos Ribeiro Silva,OAY-8456,T-CROSS,"R$ 264.000,00",Leves,Serra,ES,(66) 92789-3743,,03/04/2024,11/04/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANCA MATRIZ,"R$ 100,00",96654555.0,Azimute,carlos19,113885.0,2026-02-11 17:38:18.050673 UTC,13/04/2024
ATIVO,04/02/2024,Diego Costa Almeida,GRM-8460,KICKS,"R$ 414.000,00",Leves,Serra,ES,(20) 94430-8275,,11/02/2024,,ENVIADO,NÃO,PENDENTE,OFICINA CONFIANCA MATRIZ,"R$ 80,00",97698453.0,Azimute,diego34,598824.0,2026-02-11 17:38:17.983214 UTC,
ATIVO,17/12/2024,Leticia Oliveira Souza,XIW-8825,CONSTELLATION,"R$ 568.000,00",Pesados,Serra,ES,(97) 94832-6499,,27/12/2024,,ENVIADO,NÃO,PENDENTE,OFICINA CONFIANCA MATRIZ,"R$ 120,00",80585896.0,Azimute,leticia17,564015.0,2026-02-11 17:38:18.032152 UTC,
ATIVO,04/01/2023,Lucas Silva Nascimento,QGO-5573,TORO,"R$ 148.000,00",Leves,Serra,ES,(73) 96727-4510,,,,PENDENTE,NÃO,PENDENTE,OFICINA CONFIANCA MATRIZ,"R$ 90,00",28556805.0,Azimute,lucas73,637721.0,2026-02-11 17:38:17.994025 UTC,
ATIVO,30/03/2025,Ricardo Almeida Silva,OAG-1606,FAZER 250,"R$ 399.000,00",Motos,Sorocaba,SP,(18) 92049-3694,,03/04/2025,06/04/2025,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 90,00",18244405.0,Azimute,ricardo42,917268.0,2026-02-11 17:35:21.279855 UTC,11/04/2025
ATIVO,08/03/2025,Roberto Lima Lima,BFD-7408,CIVIC,"R$ 371.000,00",Leves,Sorocaba,SP,(12) 97419-4269,,11/03/2025,20/03/2025,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO DO JOÃO,"R$ 90,00",39713254.0,Azimute,roberto40,807939.0,2026-02-11 17:35:21.287722 UTC,21/03/2025
ATIVO,17/05/2025,Leticia Oliveira Monteiro,GTT-1741,FH 540,"R$ 234.000,00",Pesados,Sorocaba,SP,(82) 97654-6618,,27/05/2025,30/05/2025,ENTREGUE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 80,00",36343082.0,Azimute,leticia75,320547.0,2026-02-11 17:35:21.307607 UTC,
